"VARIABLE","Variable","TRANSPORT_MODE","Transport mode","SCENARIO","Scenario","COUNTRY_GROUP","Country group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,2713.11680883199,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,2743.00928154734,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,3112.64513196305,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,3231.57986867361,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,6.93307618171289,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,3.35651010849266,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,9.03909204714714,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,12.026470693924,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,13.3519391702873,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,18.7173485040448,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,35.3721338372232,,
